sentence1,sentence2,similarity_score
"['said', 'child', 'taken', 'nassau', 'counti', 'medic', 'center', 'observ']","['dijeron', 'niño', 'llevado', 'centro', 'médico', 'condado', 'nassau', 'ser', 'observado']",3.4
"['tisha', 'kresler', 'spokeswoman', 'global', 'cross', 'declin', 'comment']","['tisha', 'kresler', 'portavoz', 'global', 'cross', 'negó', 'hacer', 'comentario']",3.6
"['union', 'also', 'stage', 'fiveday', 'strike', 'march', 'forc', 'one', 'yale', 'dine', 'hall', 'close']","['sindicato', 'organizaron', 'huelga', 'cinco', 'día', 'marzo', 'obligó', 'cerrar', 'comedor', 'yale', 'meno']",2.6
"['gov', 'rick', 'perri', 'said', 'oppos', 'gambl', 'expans', 'would', 'reluct', 'veto', 'continu', 'lotteri', 'commiss']","['gobernador', 'rick', 'perri', 'dicho', 'aunqu', 'opon', 'expansión', 'juego', 'reacio', 'vetar', 'continuación', 'comisión', 'lotería']",3.8
"['midafternoon', 'trade', 'nasdaq', 'composit', 'index', 'num', 'num', 'percent', 'num']","['medium', 'tard', 'índice', 'compuesto', 'nasdaq', 'subió', 'num', 'num', 'ciento', 'num']",1.6
"['kentucki', 'democrat', 'attorney', 'gener', 'ben', 'chandler', 'face', 'u', 'rep', 'erni', 'fletcher']","['kentucki', 'fiscal', 'gener', 'demócrata', 'ben', 'chandler', 'enfrenta', 'representant', 'unido', 'erni', 'fletcher']",3.8
"['dow', 'jone', 'industri', 'averag', 'fell', 'num', 'num', 'percent', 'num']","['promedio', 'industri', 'dow', 'jone', 'cayó', 'num', 'cerca', 'num', 'ciento', 'num']",3.4
"['enron', 'numk', 'plan', 'cover', 'num', 'worker', 'retire', 'beneficiari']","['plan', 'numk', 'enron', 'cubría', 'num', 'trabajador', 'jubilado', 'beneficiario']",2.5
"['u', 'senat', 'judiciari', 'committe', 'overcam', 'signific', 'hurdl', 'yesterday', 'battl', 'creat', 'trust', 'fund', 'pay', 'victim', 'asbesto', 'exposur']","['comité', 'judici', 'senado', 'eeuu', 'superó', 'ayer', 'obstáculo', 'important', 'batalla', 'crear', 'fondo', 'fiduciario', 'pagar', 'víctima', 'exposición', 'amianto']",3.75
"['didnt', 'say', 'whether', 'shell', 'certifi', 'twoyear', 'num', 'billion', 'budget', 'num']","['dijo', 'si', 'certificará', 'presupuesto', 'num', 'millon', 'dólare', 'num']",3.167
"['would', 'difficult', 'overestim', 'potenti', 'danger', 'remot', 'procedur', 'call', 'rpc', 'vulner']","['difícil', 'sobreestimar', 'peligro', 'potencial', 'vulnerabilidad', 'llamada', 'procedimiento', 'distancia', 'rpc']",2.5
"['although', 'obes', 'increas', 'risk', 'health', 'problem', 'skeptic', 'argu', 'smoke', 'high', 'cholesterol']","['aunqu', 'obesidad', 'pued', 'aumentar', 'riesgo', 'problema', 'salud', 'escéptico', 'argumentan', 'hacen', 'fumar', 'colesterol', 'alto']",4.25
"['michel', 'wie', 'chip', 'sunday', 'numup', 'victori', 'virada', 'nirapathpongporn', 'numth', 'u', 'woman', 'amateur', 'public', 'link', 'championship']","['michel', 'wie', 'juega', 'domingo', 'victoria', 'virada', 'nirapathpongporn', 'numº', 'campeonato', 'femenino', 'amateur', 'enlac', 'público', 'eeuu']",2.75
"['soni', 'said', 'psp', 'would', 'also', 'featur', 'numinch', 'lcd', 'screen', 'memori', 'stick', 'expans', 'slot']","['soni', 'dijo', 'psp', 'contaría', 'pantalla', 'lcd', 'num', 'pulgada', 'ranura', 'expansión', 'memori', 'stick']",2.75
"['one', 'three', 'sampl', 'site', 'huntington', 'beach', 'bacteria', 'read', 'came', 'back', 'num', 'june', 'num', 'num', 'june', 'num']","['tre', 'sitio', 'muestreo', 'huntington', 'beach', 'lectura', 'bacteria', 'volvió', 'num', 'num', 'junio', 'num', 'num', 'junio']",3.25
"['longlin', 'use', 'catch', 'num', 'fish', 'per', 'num', 'hook', 'past', 'decad', 'lucki', 'catch', 'one', 'studi', 'found']","['palangr', 'solían', 'capturar', 'num', 'pece', 'cada', 'num', 'anzuelo', 'década', 'pasada', 'ahora', 'suert', 'capturar', 'según', 'estudio']",4.2
"['carniv', 'corp', 'stock', 'trade', 'num', 'midday', 'trade', 'wednesday', 'num', 'cent', 'num', 'percent']","['accion', 'carniv', 'corp', 'cotizaban', 'num', 'dólare', 'mediodía', 'miércol', 'baja', 'num', 'centavo', 'num', 'ciento']",3.2
"['senat', 'critic', 'hous', 'plan', 'tuesday', 'came', 'sever', 'front']","['crítica', 'senado', 'plan', 'cámara', 'representant', 'mart', 'dieron', 'vario', 'frent']",2.75
"['result', 'murphi', 'sought', 'substitut', 'strier', 'sister', 'ethel', 'celnik', 'truste']","['resultado', 'murphi', 'buscó', 'sustituir', 'hermana', 'strier', 'ethel', 'celnik', 'fideicomisaria']",1.75
"['rule', 'bar', 'group', 'air', 'ad', 'promot', 'support', 'attack', 'oppos', 'candid', 'time']","['regla', 'prohíb', 'grupo', 'emitir', 'anuncio', 'promuevan', 'apoyen', 'ataquen', 'u', 'opongan', 'candidato', 'cualquier', 'momento']",3.75
"['cisco', 'pare', 'spend', 'compens', 'sluggish', 'sale']","['cisco', 'redujo', 'gasto', 'compensar', 'lentitud', 'venta']",4.8
"['kansa', 'citi', 'draft', 'outfield', 'chri', 'lubanski', 'kennedykenrick', 'high', 'school', 'pennsylvania', 'fifth', 'pick']","['kansa', 'citi', 'reclutó', 'jardinero', 'chri', 'lubanski', 'instituto', 'kennedykenrick', 'pennsylvania', 'quinta', 'elección']",3.4
"['sterl', 'num', 'percent', 'dollar', 'num', 'gbp']","['libra', 'esterlina', 'bajó', 'num', 'ciento', 'frent', 'dólar', 'num', 'libra', 'esterlina']",0.8
"['dow', 'jone', 'industri', 'averag', 'dji', 'rose', 'num', 'point', 'num', 'percent', 'num']","['promedio', 'industri', 'dow', 'jone', 'dji', 'subió', 'num', 'punto', 'num', 'ciento', 'num']",4.0
"['right', 'begin', 'didnt', 'want', 'see', 'anyon', 'take', 'cut', 'pay']","['principio', 'queríamo', 'ver', 'nadi', 'recibiendo', 'recort', 'sueldo']",4.0
"['number', 'bureaucrat', 'administr', 'miss', 'signal', 'there', 'one', 'person', 'who', 'respons', 'gehman', 'said']","['seri', 'señal', 'fallida', 'burocrática', 'administrativa', 'sola', 'persona', 'respons', 'aquí', 'dijo', 'gehman']",3.75
"['devri', 'make', 'one', 'stop', 'town', 'wednesday', 'regist', 'sex', 'offend', 'soledad', 'polic', 'depart']","['devri', 'hizo', 'parada', 'ciudad', 'miércol', 'registrándos', 'delincuent', 'sexual', 'departamento', 'policía', 'soledad']",3.25
"['num', 'pm', 'edt', 'grace', 'center', 'near', 'latitud', 'num', 'north', 'longitud', 'num', 'west', 'num', 'mile', 'eastsoutheast', 'corpu', 'christi']","['num', 'pm', 'edt', 'centro', 'grace', 'cerca', 'latitud', 'num', 'nort', 'longitud', 'num', 'oest', 'cerca', 'num', 'milla', 'estesurest', 'corpu', 'christi']",1.25
"['saturday', 'nummph', 'serv', 'agassi', 'equal', 'rusedski', 'world', 'record']","['sábado', 'saqu', 'num', 'mph', 'agassi', 'igualó', 'récord', 'mundial', 'rusedski']",3.5
"['broader', 'standard', 'poor', 'num', 'index', 'spx', 'climb', 'num', 'point', 'num', 'percent', 'num']","['amplio', 'índice', 'num', 'standard', 'poor', 'spx', 'subió', 'num', 'punto', 'num', 'ciento', 'num']",1.0
"['octob', 'heat', 'oil', 'futur', 'settl', 'num', 'cent', 'lower', 'num', 'cent', 'gallon']","['futuro', 'petróleo', 'calefacción', 'octubr', 'liquidaron', 'num', 'centavo', 'meno', 'num', 'centavo', 'galón']",2.5
"['mr', 'levin', 'confirm', 'm', 'cohen', 'alon', 'tri', 'sell', 'stori', 'world', 'cup']","['sr', 'levin', 'confirmó', 'sra', 'cohen', 'alon', 'tratado', 'vender', 'historia', 'copa', 'mundial']",3.438
"['mr', 'bankhead', 'said', 'crime', 'scene', 'indic', 'killer', 'method']","['sr', 'bankhead', 'dijo', 'escena', 'crimen', 'indicaban', 'asesino', 'metódico']",4.0
"['move', 'u', 'lot', 'closer', 'say', 'foam', 'kind', 'damag', 'said', 'hubbard', 'member', 'columbia', 'accid', 'investig', 'board']","['acerca', 'decir', 'espuma', 'pued', 'hacer', 'tipo', 'daño', 'dijo', 'hubbard', 'miembro', 'junta', 'investigación', 'accident', 'columbia']",3.6
"['noth', 'stake', 'intern', 'personnel', 'decis', 'microsoft', 'spokesman', 'sean', 'sundwel', 'said']","['ver', 'decisión', 'person', 'interno', 'stake', 'dijo', 'portavoz', 'microsoft', 'sundwel']",4.2
"['egyptologist', 'cast', 'doubt', 'tuesday', 'expedit', 'claim', 'may', 'found', 'mummi', 'queen', 'nefert', 'one', 'bestknown', 'ancient', 'egyptian']","['egiptólogo', 'ponen', 'duda', 'mart', 'afirmación', 'expedición', 'podría', 'haber', 'encontrado', 'momia', 'reina', 'nefert', 'conocida', 'antiguo', 'egipto']",2.6
"['treasuri', 'longrang', 'plan', 'provid', 'retail', 'buyer', 'treasuri', 'secur', 'abil', 'manag', 'hold', 'onlin', 'singl', 'account']","['plan', 'largo', 'plazo', 'tesoro', 'proporcionar', 'comprador', 'minorista', 'valor', 'tesoro', 'capacidad', 'gestionar', 'tenencia', 'línea', 'sola', 'cuenta']",4.4
"['list', 'last', 'night', 'critic', 'stabl', 'condit', 'king', 'counti', 'hospit', 'center', 'polic', 'said']","['anoch', 'crítico', 'establ', 'centro', 'hospitalario', 'condado', 'king', 'dijo', 'policía']",3.25
"['numyear', 'bond', 'usnumytrr', 'grew', 'num', 'yield', 'num', 'percent', 'num', 'percent', 'late', 'wednesday']","['bono', 'num', 'año', 'usnumytrr', 'creció', 'num', 'rendimiento', 'num', 'ciento', 'debajo', 'num', 'ciento', 'miércol', 'pasado']",2.0
"['iac', 'stock', 'close', 'yesterday', 'num', 'num', 'percent', 'num']","['accion', 'iac', 'cerraron', 'ayer', 'baja', 'num', 'num', 'ciento', 'num']",4.5
"['byrd', 'speak', 'senat', 'floor', 'said', 'question', 'motif', 'deskbound', 'presid', 'assum', 'garb', 'warrior', 'purpos', 'speech']","['byrd', 'hablando', 'senado', 'dijo', 'cuestionaba', 'motivo', 'president', 'escritorio', 'asum', 'vestimenta', 'guerrero', 'efecto', 'discurso']",3.4
"['ministri', 'defenc', 'face', 'numm', 'compens', 'claim', 'hundr', 'kenyan', 'woman', 'claim', 'rape', 'british', 'soldier']","['ministerio', 'defensa', 'enfrenta', 'demanda', 'indemnización', 'num', 'millon', 'dólare', 'ciento', 'mujer', 'keniana', 'afirman', 'haber', 'sido', 'violada', 'soldado', 'británico']",3.0
"['share', 'usa', 'interact', 'rose', 'num', 'num', 'percent', 'num', 'friday', 'nasdaq', 'stock', 'market', 'composit', 'trade', 'gain', 'num', 'percent', 'year']","['accion', 'usa', 'interact', 'subieron', 'num', 'dólare', 'num', 'ciento', 'num', 'dólare', 'viern', 'comercio', 'compuesto', 'mercado', 'valor', 'nasdaq', 'ganado', 'num', 'ciento', 'año']",1.0
"['similar', 'bill', 'pass', 'hous', 'twice', 'die', 'senat']","['proyecto', 'ley', 'similar', 'aprobado', 'cámara', 'do', 'vece', 'murieron', 'senado']",2.75
"['show', 'closur', 'affect', 'thirdquart', 'earn', 'per', 'share', 'penni']","['cierr', 'programa', 'afectó', 'ganancia', 'acción', 'tercer', 'trimestr', 'centavo']",3.25
"['woman', 'hospit', 'june', 'num', 'kansa', 'health', 'offici', 'said']","['mujer', 'hospitalizada', 'num', 'junio', 'según', 'autoridad', 'sanitaria', 'kansa']",1.0
"['blue', 'chip', 'edg', 'lower', 'midday', 'wednesday', 'wave', 'profit', 'warn', 'drain', 'optim', 'driven', 'ralli', 'past', 'three', 'month']","['accion', 'primera', 'clase', 'bajaron', 'mediodía', 'miércol', 'ola', 'advertencia', 'beneficio', 'agotó', 'part', 'optimismo', 'impulsado', 'repunt', 'último', 'tre', 'me']",3.6
"['technologylac', 'nasdaq', 'composit', 'index', 'ixic', 'tack', 'num', 'point', 'num', 'percent', 'num']","['índice', 'compuesto', 'nasdaq', 'ixic', 'basado', 'tecnología', 'aumentó', 'num', 'punto', 'num', 'ciento', 'num']",3.2
"['two', 'kuwaiti', 'six', 'palestinian', 'jordanian', 'passport', 'among', 'suspect', 'offici', 'said']","['do', 'kuwaití', 'sei', 'palestino', 'pasaport', 'jordano', 'sospechoso', 'dijo', 'funcionario']",3.0
"['birthday', 'num', 'april', 'declar', 'public', 'holiday', 'attend', 'recept', 'ball']","['cumpleaño', 'num', 'abril', 'declarado', 'día', 'festivo', 'asistió', 'recepción', 'bail']",3.2
"['sorkin', 'face', 'charg', 'conspiraci', 'obstruct', 'justic', 'lie', 'grand', 'juri', 'tri', 'separ']","['sorkin', 'enfrenta', 'cargo', 'conspiración', 'obstruir', 'justicia', 'mentir', 'gran', 'jurado', 'debía', 'ser', 'juzgado', 'separado']",4.6
"['man', 'enter', 'post', 'offic', 'lakesid', 'shortli', 'num', 'pm', 'gave', 'deputi', 'num', 'pm']","['hombr', 'entró', 'oficina', 'correo', 'lakesid', 'num', 'pm', 'entregó', 'diputado', 'num', 'pm']",2.8
"['fewer', 'num', 'fbi', 'offic', 'conduct', 'investig', 'involv', 'visit', 'mosqu', 'justic', 'depart', 'said']","['meno', 'num', 'oficina', 'fbi', 'realizado', 'investigacion', 'implican', 'visita', 'mezquita', 'dijo', 'departamento', 'justicia']",4.2
"['outsid', 'court', 'sriyanto', 'face', 'num', 'year', 'jail', 'deni', 'done', 'anyth', 'wrong']","['cort', 'sriyanto', 'enfrenta', 'num', 'año', 'cárcel', 'negó', 'haber', 'hecho', 'malo']",3.2
"['univers', 'michigan', 'presid', 'mari', 'sue', 'coleman', 'said', 'statement', 'univers', 'web', 'site', 'fundament', 'valu', 'havent', 'chang']","['presidenta', 'universidad', 'michigan', 'mari', 'sue', 'coleman', 'dijo', 'declaración', 'sitio', 'web', 'universidad', 'valor', 'fundamental', 'cambiado']",4.0
"['comcast', 'class', 'share', 'num', 'cent', 'num', 'morn', 'trade', 'nasdaq', 'stock', 'market']","['accion', 'comcast', 'clase', 'subieron', 'num', 'centavo', 'num', 'dólare', 'mañana', 'mercado', 'valor', 'nasdaq']",2.2
"['thoma', 'join', 'full', 'rehnquist', 'part', 'oconnor', 'scalia']","['thoma', 'unió', 'totalidad', 'rehnquist', 'part', 'oconnor', 'scalia']",2.8
"['cross', 'line', 'violat', 'constitut', 'right', 'said', 'charl', 'weisselberg', 'uc', 'berkeley', 'law', 'professor']","['cruzast', 'línea', 'violast', 'derecho', 'constitucion', 'dijo', 'charl', 'weisselberg', 'profesor', 'derecho', 'uc', 'berkeley']",5.0
"['preliminari', 'report', 'men', 'seen', 'togeth', 'airport', 'sourc', 'said']","['inform', 'preliminar', 'hombr', 'visto', 'junto', 'aeropuerto', 'dijeron', 'fuent']",2.0
"['toronto', 'yesterday', 'num', 'probabl', 'case', 'sar', 'nine', 'suspect', 'case']","['ayer', 'toronto', 'num', 'caso', 'probabl', 'sar', 'nuev', 'caso', 'sospechoso']",3.25
"['nasdaq', 'composit', 'index', 'rose', 'num', 'num', 'per', 'cent', 'num']","['índice', 'compuesto', 'nasdaq', 'aumentó', 'num', 'num', 'num']",3.75
"['toll', 'australia', 'secondlargest', 'transport', 'compani', 'last', 'week', 'offer', 'nznum', 'share', 'tranz', 'rail']","['toll', 'segunda', 'compañía', 'transport', 'grand', 'australia', 'semana', 'pasada', 'ofreció', 'nznum', 'acción', 'tranz', 'rail']",3.5
"['messagelab', 'run', 'outsourc', 'email', 'server', 'num', 'custom', 'around', 'world', 'said', 'filter', 'num', 'infect', 'email', 'num', 'countri', 'thursday', 'morn']","['messagelab', 'administra', 'servidor', 'correo', 'electrónico', 'subcontratado', 'num', 'client', 'mundo', 'dijo', 'filtrado', 'num', 'correo', 'electrónico', 'infectado', 'num', 'país', 'juev', 'mañana']",2.75
"['carlson', 'tuesday', 'said', 'would', 'recus', 'case']","['mart', 'carlson', 'dijo', 'recusaría', 'caso']",4.0
"['oracl', 'share', 'also', 'higher', 'trade', 'num', 'cent', 'num']","['accion', 'oracl', 'subieron', 'cotización', 'num', 'centavo', 'num', 'dólare']",2.0
"['precinct', 'report', 'fletcher', 'threeterm', 'congressman', 'lexington', 'overwhelm', 'num', 'percent', 'vote']","['recinto', 'reportado', 'fletcher', 'congresista', 'tre', 'período', 'lexington', 'abrumador', 'num', 'ciento', 'voto']",3.0
"['hong', 'kong', 'num', 'patient', 'quarantin', 'wednesday', 'seven', 'public', 'hospit', 'worker', 'develop', 'flulik', 'symptom']","['hong', 'kong', 'num', 'pacient', 'puesto', 'cuarentena', 'miércol', 'despué', 'siet', 'trabajador', 'hospital', 'público', 'desarrollaran', 'síntoma', 'similar', 'gripe']",3.0
"['upsid', 'cocacola', 'co', 'nyse', 'ko', 'news', 'peopl', 'report', 'higher', 'profit', 'quarter', 'earli', 'thursday', 'help', 'european', 'demand']","['lado', 'positivo', 'cocacola', 'co', 'nyse', 'ko', 'noticia', 'peopl', 'reportó', 'mayor', 'beneficio', 'trimestr', 'principio', 'juev', 'ayudado', 'demanda', 'europea']",4.6
"['unemploy', 'rate', 'rose', 'tenth', 'percentag', 'point', 'num', 'highest', 'level', 'sinc', 'juli', 'num']","['tasa', 'desempleo', 'subió', 'décima', 'punto', 'porcentu', 'num', 'nivel', 'alto', 'julio', 'num']",3.2
"['part', 'deal', 'mr', 'delainey', 'agre', 'cooper', 'continu', 'investig']","['part', 'trato', 'sr', 'delainey', 'accedido', 'cooperar', 'investigación', 'curso']",4.4
"['sourc', 'close', 'sale', 'said', 'vivendi', 'keep', 'door', 'open', 'bid', 'hope', 'see', 'bidder', 'interest', 'individu', 'asset', 'team']","['fuent', 'cercana', 'venta', 'dijeron', 'vivendi', 'mantenía', 'puerta', 'abierta', 'oferta', 'esperaba', 'ver', 'licitador', 'interesado', 'activo', 'individual', 'unirs']",4.0
"['micron', 'declar', 'first', 'quarterli', 'profit', 'three', 'year']","['micron', 'declarado', 'primer', 'beneficio', 'trimestr', 'tre', 'año']",3.75
"['fine', 'part', 'fail', 'republican', 'effort', 'forc', 'entic', 'democrat', 'return']","['multa', 'part', 'fallido', 'esfuerzo', 'republicano', 'forzar', 'tentar', 'demócrata', 'regresar']",2.8
"['techload', 'nasdaq', 'composit', 'rose', 'num', 'point', 'num', 'end', 'highest', 'level', 'num', 'month']","['compuesto', 'nasdaq', 'cargado', 'tecnología', 'subió', 'num', 'punto', 'num', 'terminando', 'nivel', 'alto', 'último', 'num', 'me']",2.4
"['u', 'prosecutor', 'arrest', 'num', 'individu', 'seiz', 'num', 'million', 'continu', 'crackdown', 'internet', 'fraud', 'abus']","['fiscal', 'unido', 'arrestado', 'num', 'persona', 'incautado', 'num', 'millon', 'dólare', 'campaña', 'continuum', 'represión', 'fraud', 'abuso', 'internet']",4.6
"['chavez', 'said', 'investig', 'feel', 'confid', 'theyv', 'got', 'least', 'one', 'fire', 'resolv', 'regard']","['chávez', 'dijo', 'investigador', 'sienten', 'confiado', 'meno', 'incendio', 'resuelto']",3.8
"['man', 'accus', 'use', 'fake', 'grenad', 'command', 'cuban', 'plane', 'land', 'key', 'west', 'april', 'sentenc', 'friday', 'num', 'year', 'prison']","['hombr', 'acusado', 'usar', 'granada', 'falsa', 'apoderars', 'avión', 'cubano', 'aterrizó', 'cayo', 'hueso', 'abril', 'condenado', 'viern', 'num', 'año', 'prisión']",4.4
"['jim', 'william', 'director', 'usvisit', 'project', 'said', 'middl', 'novemb', 'mani', 'arriv', 'passeng', 'atlanta', 'fingerprint', 'photograph']","['jim', 'william', 'director', 'proyecto', 'usvisit', 'dijo', 'mediado', 'noviembr', 'pasajero', 'llegan', 'atlanta', 'tomado', 'huella', 'digital', 'fotografiado']",4.2
"['hear', 'occur', 'day', 'pentagon', 'first', 'time', 'singl', 'offic', 'dallag', 'address', 'scandal']","['audiencia', 'lugar', 'día', 'despué', 'pentágono', 'señalara', 'primera', 'vez', 'ofici', 'dallag', 'abordar', 'escándalo']",5.0
"['episcop', 'church', 'alien', 'anglican', 'communion', 'said', 'rev', 'peter', 'karanja', 'provost', 'saint', 'cathedr', 'nairobi']","['iglesia', 'episcop', 'alejando', 'comunión', 'anglicana', 'dijo', 'reverendo', 'peter', 'karanja', 'prebost', 'catedr', 'santo', 'nairobi']",5.0
"['counti', 'popul', 'declin', 'vermillion', 'posey', 'madison']","['condado', 'disminución', 'población', 'vermillion', 'posey', 'madison']",5.0
"['swartz', 'indict', 'februari', 'argu', 'new', 'hampshir', 'wrong', 'place', 'charg']","['swartz', 'acusado', 'febrero', 'argumentado', 'new', 'hampshir', 'lugar', 'equivocado', 'acusarlo']",3.4
