sentence1,sentence2,score
"['african', 'union', 'propos', 'peacekeep', 'mission', 'help', 'somalia', 'struggl', 'transit', 'govern', 'stabil', 'somalia']","['african', 'union', 'propos', 'peacekeep', 'mission', 'aid', 'struggl', 'transit', 'govern', 'stabil', 'somalia', 'particularli', 'withdraw', 'ethiopian', 'forc']",3.6
"['report', 'state', 'syrian', 'govern', 'conceal', 'nuclear', 'facil', 'attack', 'site']","['un', 'expert', 'begun', 'analyz', 'report', 'state', 'syrian', 'govern', 'conceal', 'nuclear', 'facil', 'attack', 'site']",4.2
"['drug', 'also', 'known', 'ice', 'shabu']","['methamphetamin', 'also', 'known', 'ice']",3.4
"['nation', 'region', 'intern', 'effort', 'end', 'illicit', 'trade', 'small', 'arm', 'light', 'weapon']","['global', 'commun', 'must', 'cooper', 'end', 'illicit', 'trade', 'small', 'arm', 'light', 'weapon']",4.0
"['religi', 'extrem', 'continu', 'pakistan', 'despit', 'ban', 'milit', 'group']","['religi', 'extrem', 'continu', 'pakistan', 'despit', 'ban', 'milit', 'group', 'pakistani', 'govern']",4.0
"['russian', 'offici', 'call', 'confer', 'convent', 'forc', 'europ', 'treati', 'discu', 'ratif', 'amend', 'treati']","['antonov', 'spoke', 'day', 'confer', 'convent', 'forc', 'europ', 'treati']",3.2
"['russian', 'presid', 'putin', 'sign', 'decre', 'suspend', 'russia', 'applic', 'european', 'arm', 'control', 'treati']","['presid', 'vladimir', 'putin', 'sign', 'decre', 'suspend', 'russia', 'particip', 'convent', 'forc', 'europ', 'treati']",4.4
"['myanmar', 'formerli', 'known', 'burma']","['myanmar', 'formerli', 'call', 'burma']",5.0
"['alto', 'huallaga', 'locat', 'northeast', 'capit', 'lima']","['puerto', 'cabeza', 'locat', 'num', 'km', 'northeast', 'managua', 'nicaragua']",0.0
"['nato', 'regret', 'russia', 'decis', 'suspend', 'particip', 'cfe']","['russia', 'decis', 'suspend', 'particip', 'cfe', 'step', 'wrong', 'direct']",3.8
"['human', 'right', 'violat', 'myanmar', 'includ', 'summari', 'execut', 'tortur', 'recruit', 'child', 'soldier']","['human', 'right', 'violat', 'includ', 'summari', 'execut', 'tortur', 'recruit', 'child']",4.2
"['gener', 'nikolai', 'n', 'urakov', 'state', 'telephon', 'state', 'scientif', 'center', 'appli', 'microbiolog', 'quit', 'reliabl', 'system', 'protect', 'case', 'emerg']","['gener', 'nikolai', 'n', 'urakov', 'longtim', 'director', 'state', 'scientif', 'center', 'appli', 'microbiolog']",2.4
"['alstom', 'competit', 'japanes', 'german', 'countri', 'contract']","['alstom', 'compet', 'japanes', 'compani', 'shinkansen', 'german', 'compani', 'ice', 'contract']",3.6
"['legisl', 'recent', 'effort', 'japan', 'ascrib', 'freedom', 'tightli', 'control', 'militari', 'would', 'overturn', 'ban', 'militari', 'use', 'space']","['legisl', 'recent', 'effort', 'japan', 'ascrib', 'freedom', 'tightli', 'control', 'militari', 'technic', 'known', 'selfdefens', 'forc']",3.8
"['south', 'korea', 'launch', 'new', 'bullet', 'train', 'reach', 'num', 'kph']","['south', 'korea', 'bullet', 'train', 'system', 'sinc', 'num']",2.0
"['russia', 'member', 'quartet', 'middl', 'east']","['russia', 'member', 'nsg']",2.2
"['anatoli', 'sokolov', 'announc', 'sovietbuilt', 'anum', 'missil', 'defens', 'system', 'around', 'moscow', 'obsolet', 'ineffici']","['sovietbuilt', 'anum', 'missil', 'defens', 'system', 'around', 'moscow', 'obsolet', 'ineffici']",4.6
"['deal', 'process', 'sever', 'year']","['iaea', 'investig', 'iran', 'nuclear', 'activ', 'num', 'year']",0.6000000000000001
"['adher', 'nonprolifer', 'oblig', 'enhanc', 'mutual', 'trust', 'foster', 'intern', 'cooper', 'nuclear', 'energi']","['zhang', 'yan', 'state', 'countri', 'abid', 'nonprolifer', 'oblig', 'order', 'enhanc', 'mutual', 'trust', 'creat', 'sound', 'environ', 'intern', 'cooper', 'nuclear', 'energi']",3.2
"['french', 'energi', 'transport', 'compani', 'alstom', 'may', 'sign', 'contract', 'build', 'highspe', 'rail', 'link', 'beij', 'shanghai']","['alstom', 'may', 'sign', 'contract', 'build', 'highspe', 'rail', 'link', 'beij', 'shanghai']",4.0
"['drug', 'becom', 'integr', 'decad']","['drug', 'around', 'form', 'year']",2.0
"['intern', 'atom', 'energi', 'agenc', 'reach', 'agreement', 'iranian', 'offici', 'state', 'remain', 'issu', 'ambigu', 'regard', 'iran', 'nuclear', 'program', 'activ']","['accord', 'said', 'remain', 'issu', 'ambigu', 'regard', 'iran', 'nuclear', 'program', 'activ']",3.4
"['beij', 'polic', 'apprehend', 'num', 'peopl', 'includ', 'num', 'foreign', 'suspicion', 'use', 'traffick', 'drug', 'num', 'pub', 'popular', 'downtown', 'area']","['beij', 'polic', 'apprehend', 'num', 'peopl', 'suspicion', 'use', 'traffick', 'drug', 'num', 'downtown', 'bar']",3.8
"['russia', 'ratifi', 'updat', 'treati', 'num', 'unit', 'state', 'nato', 'member', 'refus', 'argu', 'moscow', 'must', 'first', 'fulfil', 'oblig', 'withdraw', 'forc', 'georgia', 'moldova', 'separatist', 'region', 'transdniest']","['russia', 'ratifi', 'amend', 'version', 'unit', 'state', 'nato', 'member', 'refus', 'russian', 'govern', 'withdraw', 'troop', 'former', 'soviet', 'republ', 'moldova', 'georgia']",4.2
"['conflict', 'opinion', 'extent', 'damag', 'suffer', 'insurg']","['violenc', 'continu', 'despit', 'conflict', 'opinion', 'extent', 'damag', 'suffer', 'rebel', 'group']",3.2
"['helmand', 'provinc', 'world', 'largest', 'opiumproduc', 'region']","['helmand', 'provinc', 'world', 'largest', 'produc', 'opium']",5.0
"['polic', 'state', 'tsai', 'wenhuang', 'would', 'extradit', 'taiwan']","['polic', 'state', 'chung', 'run']",1.8
"['num', 'individu', 'arrest', 'releas']","['num', 'zambian', 'arrest', 'juvenil']",1.6
"['mexican', 'presid', 'felip', 'calderon', 'sent', 'num', 'special', 'agent', 'soldier', 'sinaloa', 'due', 'high', 'degre', 'organ', 'crime', 'drug', 'traffick']","['mexican', 'presid', 'felip', 'calderon', 'sent', 'num', 'special', 'agent', 'soldier', 'sinaloa', 'fight', 'drug', 'traffick']",4.6
"['berlin', 'host', 'toplevel', 'meet', 'octob', 'save', 'key', 'european', 'arm', 'control', 'treati', 'convent', 'forc', 'europ', 'cfe']","['russia', 'suspend', 'particip', 'key', 'european', 'arm', 'control', 'treati', 'govern', 'deploy', 'troop', 'europ']",1.8
"['osc', 'meet', 'last', 'two', 'day']","['osc', 'meet', 'held', 'madrid']",1.8
"['cfe', 'treati', 'sign', 'num']","['cfe', 'treati', 'establish', 'num']",4.8
"['iran', 'insist', 'program', 'aim', 'sole', 'peac', 'pursuit', 'gener']","['iran', 'insist', 'nuclear', 'program', 'peac', 'purpos']",4.4
"['china', 'import', 'forc', 'safeguard', 'world', 'peac']","['china', 'import', 'forc', 'promot', 'world', 'develop']",3.4
"['north', 'korea', 'deni', 'involv', 'nuclear', 'program', 'syria']","['north', 'korea', 'deni', 'involv', 'syrian', 'nuclear', 'project']",4.4
"['spokesman', 'stockwel', 'day', 'immedi', 'avail']","['chines', 'author', 'immedi', 'avail', 'comment']",1.2
"['kim', 'myongchol', 'warn', 'interdict', 'north', 'korean', 'vessel', 'north', 'korean', 'govern', 'would', 'retali', 'nuclear', 'missil', 'attack', 'major', 'citi', 'new', 'york', 'washington']","['kim', 'myongchol', 'state', 'north', 'korea', 'would', 'retali', 'nuclear', 'missil', 'attack', 'major', 'citi', 'new', 'york', 'washington', 'dc']",3.8
"['iran', 'prolif', 'applier', 'death', 'penalti', 'world', 'china']","['islam', 'republ', 'prolif', 'applier', 'death', 'penalti', 'world', 'china']",3.8
"['john', 'duncan', 'great', 'britain', 'ambassador', 'multilater', 'arm', 'control', 'disarma']","['un', 'assembl', 'chines', 'govern', 'urg', 'increas', 'effort', 'toward', 'global', 'arm', 'control', 'disarma']",1.4
"['treati', 'amend', 'num', 'collaps', 'soviet', 'union']","['treati', 'amend', 'num', 'reflect', 'chang', 'sinc', 'soviet', 'breakup']",4.0
"['kashmir', 'divid', 'india', 'pakistan']","['kashmir', 'claim', 'india', 'pakistan']",4.4
"['south', 'korea', 'israel', 'oppos', 'prolifer', 'weapon', 'mass', 'destruct', 'arm', 'race']","['china', 'resolut', 'oppos', 'prolifer', 'mass', 'destruct', 'weapon']",1.4
"['kadhafi', 'warn', 'u', 'britain', 'failur', 'compens', 'libya', 'nuclear', 'disarma', 'deter', 'iran', 'north', 'korea', 'disarm']","['western', 'countri', 'failur', 'suffici', 'compens', 'libya', 'deter', 'iran', 'north', 'korea', 'disarm']",3.4
"['russia', 'ratifi', 'amend', 'treati']","['russia', 'ratifi', 'updat', 'treati', 'num']",3.4
"['staff', 'num', 'specialist', 'conduct', 'research', 'train', 'cyber', 'warfar', 'prepar', 'assist', 'nato', 'member', 'respons', 'futur', 'cyber', 'attack']","['staff', 'num', 'specialist', 'conduct', 'research', 'train', 'cyber', 'warfar']",3.4
"['jamaatiislami', 'youth', 'wing', 'stage', 'separ', 'demonstr', 'kashmir']","['jamaatiislami', 'youth', 'wing', 'demonstr', 'u', 'attack', 'iraq']",3.0
"['iran', 'prolif', 'applier', 'death', 'penalti', 'world', 'china']","['islam', 'republ', 'prolif', 'applier', 'death', 'penalti', 'world', 'china']",3.8
"['china', 'resolut', 'oppos', 'mean', 'deliveri', 'mass', 'destruct', 'weapon']","['china', 'alway', 'oppos', 'prolifer', 'weapon', 'mass', 'destruct']",4.4
"['breakdown', 'order', 'china', 'lead', 'signific', 'global', 'turmoil']","['breakdown', 'order', 'china', 'wors', 'afghanistan', 'yugoslavia']",3.4
"['north', 'korea', 'claim', 'nuclear', 'ambit', 'current', 'north', 'korea', 'report', 'missil', 'aim', 'japan']","['north', 'korea', 'boast', 'nuclear', 'ambit', 'north', 'korea', 'report', 'missil', 'train']",4.0
"['abuja', 'capit']","['tskhinvali', 'capit', 'georgia']",0.8
"['unit', 'state', 'govern', 'accus', 'iranian', 'govern', 'tri', 'develop', 'nuclear', 'weapon', 'cover', 'civilian', 'nuclear', 'program']","['u', 'alli', 'accus', 'iran', 'attempt', 'develop', 'nuclear', 'weapon', 'guis', 'civilian', 'nuclear', 'program']",4.6
"['tirana', 'capit']","['abuja', 'capit']",1.0
"['arm', 'clash', 'iranian', 'polic', 'kill', 'num', 'alleg', 'drug', 'traffick', 'arrest', 'num', 'seiz', 'nearli', 'num', 'metric', 'ton', 'opium', 'morphin']","['arm', 'clash', 'southeastern', 'iran', 'polic', 'seiz', 'nearli', 'num', 'metric', 'ton', 'num', 'ton', 'opium', 'morphin']",3.2
"['iran', 'nuclear', 'project', 'peac', 'purpos']","['iran', 'insist', 'nuclear', 'program', 'peac', 'purpos']",3.6
"['china', 'resolut', 'oppos', 'prolifer', 'mass', 'destruct', 'weapon']","['china', 'resolut', 'oppos', 'mean', 'deliveri', 'mass', 'destruct', 'weapon']",4.2
"['china', 'north', 'korea', 'closest', 'alli']","['north', 'korea', 'reclus', 'state']",1.2
"['libyan', 'foreign', 'minist', 'abdel', 'rahman', 'shalgam', 'visit', 'london', 'first', 'visit', 'libyan', 'foreign', 'minist', 'sinc', 'num']","['shalgam', 'visit', 'london', 'first', 'libyan', 'foreign', 'minist', 'sinc', 'num']",4.2
"['goff', 'state', 'present', 'major', 'threat', 'global', 'secur']","['present', 'major', 'threat', 'global', 'secur']",3.6
"['cambodia', 'vietnam', 'final', 'agreement', 'stop', 'asian', 'european', 'drug', 'traffick']","['syrian', 'russian', 'offici', 'sign', 'agreement', 'cooper', 'combat', 'drug', 'traffick']",2.0
"['activist', 'state', 'russia', 'imprison', 'peopl', 'without', 'evid', 'illeg', 'activ']","['russia', 'imprison', 'peopl', 'without', 'evid', 'illeg', 'activ']",4.2
"['restrain', 'extremist', 'group', 'becom', 'increasingli', 'difficult', 'group', 'financ']","['bruguier', 'state', 'restrain', 'extremist', 'group', 'particularli', 'across', 'europ', 'becom', 'increasingli', 'difficult', 'group', 'financ']",3.8
"['zabol', 'town', 'southeastern', 'iran']","['khoramabad', 'citi', 'western', 'iran']",1.2
"['detaine', 'accus', 'homicid', 'crimin', 'collabor', 'kidnap', 'fund', 'terror', 'includ', 'member', 'militari', 'polic']","['iguaran', 'state', 'detaine', 'accus', 'homicid', 'crimin', 'collabor', 'kidnap', 'fund', 'terror']",3.25
"['exist', 'rod', 'could', 'produc', 'num', 'atom', 'bomb', 'num', 'month']","['expert', 'state', 'rod', 'could', 'produc', 'num', 'atom', 'bomb', 'num', 'month']",4.2
"['intern', 'atom', 'energi', 'agenc', 'may', 'trick', 'eager', 'deal']","['intern', 'atom', 'energi', 'agenc', 'plan', 'draw', 'negoti', 'mani', 'month']",2.4
"['myanmar', 'govern', 'state', 'myanmar', 'becom', 'opiumfre', 'num']","['myanmar', 'govern', 'state', 'myanmar', 'track', 'drugfre', 'num']",4.6
"['jewishamerican', 'group', 'antidefam', 'leagu', 'adl', 'publish', 'fullpag', 'advertis', 'swiss', 'intern', 'paper', 'april', 'num', 'accus', 'switzerland', 'fund', 'terror', 'deal']","['antidefam', 'leagu', 'took', 'fullpag', 'advertis', 'swiss', 'intern', 'newspap', 'earlier', 'april', 'num', 'accus', 'switzerland', 'fund', 'terror', 'deal']",4.4
"['franc', 'provid', 'rocket', 'gun', 'engin']","['britain', 'provid', 'fuel', 'tank', 'gearbox']",1.8
"['capit', 'offens', 'saudi', 'arabia', 'includ', 'rape', 'murder', 'apostasi', 'arm', 'robberi', 'drug', 'traffick']","['capit', 'offenc', 'iran', 'includ', 'murder', 'rape', 'arm', 'robberi', 'seriou', 'drug', 'traffick', 'adulteri']",3.2
"['bae', 'system', 'uk', 'largest', 'defens', 'compani']","['bae', 'system', 'uk', 'largest', 'militari']",3.4
"['lavrov', 'told', 'u', 'secretari', 'state', 'condoleezza', 'rice', 'russia', 'remain', 'open', 'dialogu']","['u', 'secretari', 'state', 'condoleezza', 'rice', 'demand', 'russia', 'withdraw', 'forc']",2.8
"['addit', 'individu', 'entiti', 'subject', 'asset', 'freez']","['resolut', 'includ', 'broaden', 'list', 'individu', 'entiti', 'subject', 'asset', 'freez']",3.8
"['withdraw', 'treati', 'would', 'allow', 'russia', 'bolster', 'forc', 'near', 'russian', 'border']","['withdraw', 'convent', 'forc', 'europ', 'treati', 'would', 'allow', 'russia', 'bolster', 'forc', 'near', 'russian', 'border']",3.4
"['fan', 'state', 'commiss', 'primarili', 'concern', 'term', 'futur', 'invest', 'taiwan']","['fan', 'state', 'commiss', 'ensur', 'commit', 'upheld', 'invest', 'way']",1.8
"['govern', 'spokesman', 'maseko', 'state', 'administr', 'paper', 'order', 'govern', 'south', 'africa', 'cannot', 'interven', 'prevent', 'weapon', 'transport', 'territori', 'neighbor', 'landlock', 'countri']","['spokesman', 'themba', 'maseko', 'state', 'long', 'administr', 'paper', 'order', 'south', 'africa', 'cannot', 'interven', 'prevent', 'weapon', 'transport', 'south', 'african', 'territori', 'zimbabw']",2.8
"['presid', 'dmitri', 'medvedev', 'statement', 'post', 'kremlin', 'websit', 'carri', 'full', 'state', 'news', 'agenc']","['statement', 'post', 'kremlin', 'web', 'site', 'carri', 'state', 'news', 'agenc']",3.2
"['turkmenistan', 'border', 'afghanistan']","['sistanbaluchestan', 'border', 'afghanistan', 'pakistan']",1.8
"['number', 'execut', 'increas', 'iran', 'last', 'year', 'amid', 'campaign', 'aim', 'improv', 'secur', 'societi']","['number', 'execut', 'increas', 'dramat', 'num', 'amid', 'campaign', 'iranian', 'author', 'state', 'aim', 'improv', 'secur', 'societi']",3.4
"['syria', 'deni', 'undeclar', 'nuclear', 'program']","['syria', 'deni', 'exist', 'undeclar', 'nuclear', 'program']",5.0
"['amnesti', 'intern', 'right', 'group', 'base', 'london']","['intern', 'institut', 'strateg', 'studi', 'locat', 'london']",1.4
"['number', 'num', 'tabul', 'afp', 'count', 'compil', 'press', 'wit', 'report']","['number', 'execut', 'iran', 'num', 'calcul', 'afp', 'count', 'compil', 'press', 'report']",2.2
"['iranian', 'govern', 'state', 'iranian', 'nuclear', 'program', 'remain', 'peac']","['iranian', 'govern', 'say', 'nuclear', 'program', 'peac']",5.0
"['shingarev', 'said', 'difficult', 'make', 'nuclear', 'weapon', 'plutonium', 'fuel']","['donohu', 'said', 'difficult', 'manipul', 'radioact', 'isotop', 'without', 'leav', 'trail']",0.6000000000000001
"['pari', 'capit', 'franc']","['lima', 'capit']",0.6000000000000001
"['indian', 'govern', 'offici', 'spoke', 'condit', 'anonym']","['offici', 'spoke', 'condit', 'anonym']",3.4
"['russia', 'threaten', 'sever', 'time', 'withdraw', 'cfe', 'odd', 'unit', 'state', 'u', 'plan', 'instal', 'missil', 'defens', 'shield', 'eastern']","['russia', 'repeatedli', 'threaten', 'withdraw', 'cfe', 'opposit', 'plan', 'extens', 'u', 'missil', 'defens', 'shield', 'eastern', 'europ']",4.6
"['plan', 'tunisia', 'creation', 'electron', 'databas', 'facilit', 'tax', 'collect']","['plan', 'nigeria', 'mozambiqu', 'creation', 'electron', 'databas', 'real', 'estat']",1.8
"['china', 'prais', 'intern', 'commun', 'effort', 'resolv', 'korean', 'peninsula', 'nuclear', 'issu']","['china', 'prais', 'especi', 'asiapacif', 'state', 'effort', 'resolv', 'korean', 'peninsula', 'nuclear', 'issu']",4.2
"['russian', 'foreign', 'ministri', 'state', 'russia', 'suspend', 'dialogu']","['russian', 'offici', 'state', 'russia', 'reconsid', 'suspens']",2.6
"['arm', 'smuggler', 'drug', 'cartel', 'must', 'elimin', 'southeast', 'asia']","['arm', 'smuggler', 'drug', 'cartel', 'abet', 'terrorist']",2.8
"['new', 'law', 'attempt', 'remov', 'legal', 'obstacl', 'build', 'advanc', 'spi', 'satellit', 'help', 'innov', 'japan', 'space', 'industri']","['purpos', 'new', 'law', 'remov', 'legal', 'obstacl', 'build', 'advanc', 'spi', 'satellit', 'encourag', 'innov', 'japan', 'space', 'industri']",4.8
"['zhang', 'state', 'china', 'oppos', 'restrict', 'peac', 'use', 'nuclear', 'energi', 'nonnuclearweapon', 'state', 'basi', 'nonprolifer', 'peac', 'use', 'nuclear', 'energi', 'crucial', 'object', 'npt']","['zhang', 'yan', 'state', 'china', 'oppos', 'use', 'nonprolifer', 'pretext', 'restrict', 'depriv', 'nonnuclearweapon', 'state', 'right', 'peac', 'use', 'nuclear', 'energi']",4.4
"['nonprolifer', 'expert', 'intern', 'institut', 'strateg', 'studi', 'mark', 'fitzpatrick', 'state', 'iaea', 'report', 'unusu', 'strong', 'tenor']","['senior', 'fellow', 'intern', 'institut', 'strateg', 'studi', 'mark', 'fitzpatrick', 'state', 'intern', 'atom', 'energi', 'agenc', 'plan', 'superfici']",4.0
"['treati', 'limit', 'number', 'aircraft', 'tank', 'nonnuclear', 'heavi', 'weapon', 'around', 'europ']","['convent', 'forc', 'europ', 'treati', 'limit', 'number', 'militari', 'aircraft', 'tank', 'nonnuclear', 'heavi', 'weapon', 'europ']",4.2
"['estonian', 'offici', 'state', 'cyber', 'attack', 'caus', 'estonian', 'govern', 'websit', 'shut', 'temporarili', 'came', 'comput', 'administr', 'russia', 'includ', 'offic', 'presid', 'vladimir', 'putin']","['offici', 'estonia', 'includ', 'prime', 'minist', 'andru', 'ansip', 'claim', 'cyber', 'attack', 'came', 'russian', 'govern', 'comput', 'includ', 'comput', 'offic', 'russian', 'presid', 'vladimir', 'putin']",3.8
"['britain', 'struck', 'agreement', 'suppli', 'saudi', 'arabia', 'typhoon', 'jet', 'deal', 'worth', 'estim', 'num', 'billion', 'pound', 'num', 'billion', 'u', 'dollar']","['uk', 'agre', 'suppli', 'saudi', 'arabia', 'typhoon', 'jet', 'deal', 'worth', 'estim', 'num', 'billion', 'pound', 'approxim', 'num', 'billion', 'u', 'dollar', 'uk', 'defens', 'compani', 'bae', 'system']",3.2
"['opium', 'raw', 'ingredi', 'heroin']","['poppi', 'yield', 'raw', 'ingredi', 'heroin']",3.4
"['wi', 'sunglac', 'refus', 'give', 'detail', 'north', 'korean', 'nuclear', 'reactor', 'project']","['south', 'korea', 'far', 'taken', 'cautiou', 'stanc', 'issu', 'north', 'korean', 'nuclear', 'reactor', 'project']",3.0
"['agreement', 'aim', 'establish', 'wider', 'cooper', 'cover', 'nation', 'secur', 'fight', 'global', 'terror']","['statement', 'british', 'ministri', 'defens', 'state', 'agreement', 'aim', 'establish', 'wider', 'cooper', 'cover', 'nation', 'secur', 'fight', 'global', 'terror']",3.4
